NO.,DATA SOURCE,DATABASE TABLE NAME/ FOLDER NAME / FILE NAME ,TABLE NAME,TABLE DESCRIPTION/SUB FOLDER NAME ,FIELD NAME/DATA ATTRIBUTE(S),FIELD DESCRIPTION,ATTACHMENT /REFERENCE (IF ANY) ,MASTER DATA TYPE,SCREEN NAME,PRIMARY KEY ,FOREIGN KEY , IDENTIFIER ,MANDATORY,DATA TYPE,DATA LENGTH,DATA DOMAIN ,DATA GROUP ,DATA ENTITY,DATA ELEMENT,CRITICAL DATA ELEMENT (CDE),DATA CLASSIFICATION,RETENTION PERIOD,PERSONAL DATA,DATA OWNER,EXECUTIVE DATA STEWARD,BUSINESS DATA STEWARD ,DATA ANALYST, COMMENT/NOTE,LAST UPDATED DATE,LAST UPDATED BY
47,MI_V4030005 - System Tables,dbo.MI_FAMILIES,Family,The Families refer to different modules or groups of functionalities within the APM suite that cater to specific asset management needs.,QERY_CTIT_KEY,System generated field:QERY CTIT KEY,N/A,Transactional Data ,System generated field:QERY CTIT KEY,N,Y,No,No,bigint,8,Physical Asset Management,Maintenance Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
48,MI_V4030005 - System Tables,dbo.MI_FAMILIES,Family,The Families refer to different modules or groups of functionalities within the APM suite that cater to specific asset management needs.,FMLY_ADTBLE_FLG,System generated field:Family_ADTBLE_FLG,N/A,Transactional Data ,System generated field:Family_ADTBLE_FLG,N,N,No,Yes ,nvarchar,1,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
49,MI_V4030005 - System Tables,dbo.MI_FAMILIES,Family,The Families refer to different modules or groups of functionalities within the APM suite that cater to specific asset management needs.,FMLY_RULE_LOCK_FLG,System generated field:Family_RULE_LOCK_FLG,N/A,Transactional Data ,System generated field:Family_RULE_LOCK_FLG,N,N,No,Yes ,nvarchar,1,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
50,MI_V4030005 - System Tables,dbo.MI_FAMILIES,Family,The Families refer to different modules or groups of functionalities within the APM suite that cater to specific asset management needs.,SITE_PRED_REL_FMLY_KEY,System generated field:SITE_Predecessor_REL_Family Key,N/A,Transactional Data ,System generated field:SITE_Predecessor_REL_Family Key,N,Y,No,No,bigint,8,Physical Asset Management,Maintenance Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
51,MI_V4030005 - System Tables,dbo.MI_FAMILIES,Family,The Families refer to different modules or groups of functionalities within the APM suite that cater to specific asset management needs.,FMLY_TEXT_SEARCH_BOOST_NBR,System generated field:Family_TEXT_SEARCH_BOOST_number,N/A,Transactional Data ,System generated field:Family_TEXT_SEARCH_BOOST_number,N,N,No,No,decimal,9,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
52,MI_V4030005 - System Tables,dbo.MI_FAMILIES,Family,The Families refer to different modules or groups of functionalities within the APM suite that cater to specific asset management needs.,FMLY_TEXT_SEARCH_EXCLD_FLG,System generated field:Family_TEXT_SEARCH_Excluded Flag,N/A,Transactional Data ,System generated field:Family_TEXT_SEARCH_Excluded Flag,N,N,No,Yes ,nvarchar,1,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
53,MI_V4030005 - System Tables,dbo.MI_FAMILIES,Family,The Families refer to different modules or groups of functionalities within the APM suite that cater to specific asset management needs.,FMLY_EXE_MODE_IND,System generated field:Family_EXE_MODE_IND,N/A,Transactional Data ,System generated field:Family_EXE_MODE_IND,N,N,No,Yes ,nvarchar,6,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
54,MI_V4030005 - System Tables,dbo.MI_FAMILIES,Family,The Families refer to different modules or groups of functionalities within the APM suite that cater to specific asset management needs.,FMLY_SITE_FILTERED_FLG,System generated field:Family_SITE_FILTERED_FLG,N/A,Transactional Data ,System generated field:Family_SITE_FILTERED_FLG,N,N,No,Yes ,nvarchar,1,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
55,MI_V4030005 - System Tables,dbo.MI_FMLY_SMSM_RELS,Family State Management Relationship,"GE APM, Families State Management Relationship involves assets that are organized into families, subfamilies, and individual assets. Where managing and tracking the various states or conditions of asset families over time, including their health, operational status, maintenance history, and other relevant parameters.   ",FMSM_KEY,System generated field:Family State Management Relationship_KEY,N/A,Transactional Data ,System generated field:Family State Management Relationship_KEY,Y,N,No,Yes ,bigint,8,Physical Asset Management,Maintenance Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
56,MI_V4030005 - System Tables,dbo.MI_FMLY_SMSM_RELS,Family State Management Relationship,"GE APM, Families State Management Relationship involves assets that are organized into families, subfamilies, and individual assets. Where managing and tracking the various states or conditions of asset families over time, including their health, operational status, maintenance history, and other relevant parameters.   ",FMLY_KEY,System generated field:Family Key,N/A,Transactional Data ,System generated field:Family Key,N,Y,No,Yes ,bigint,8,Physical Asset Management,Maintenance Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
57,MI_V4030005 - System Tables,dbo.MI_FMLY_SMSM_RELS,Family State Management Relationship,"GE APM, Families State Management Relationship involves assets that are organized into families, subfamilies, and individual assets. Where managing and tracking the various states or conditions of asset families over time, including their health, operational status, maintenance history, and other relevant parameters.   ",SMSM_KEY,System generated field:SMSM KEY,N/A,Transactional Data ,System generated field:SMSM KEY,N,Y,No,Yes ,bigint,8,Physical Asset Management,Maintenance Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
58,MI_V4030005 - System Tables,dbo.MI_FMLY_SMSM_RELS,Family State Management Relationship,"GE APM, Families State Management Relationship involves assets that are organized into families, subfamilies, and individual assets. Where managing and tracking the various states or conditions of asset families over time, including their health, operational status, maintenance history, and other relevant parameters.   ",FMSM_HIDDEN_FLG,System generated field:Family State Management Relationship_HIDDEN_FLG,N/A,Transactional Data ,System generated field:Family State Management Relationship_HIDDEN_FLG,N,N,No,Yes ,nvarchar,1,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
59,MI_V4030005 - System Tables,dbo.MI_FMLY_SMSM_RELS,Family State Management Relationship,"GE APM, Families State Management Relationship involves assets that are organized into families, subfamilies, and individual assets. Where managing and tracking the various states or conditions of asset families over time, including their health, operational status, maintenance history, and other relevant parameters.   ",FMSM_STAT_IND,System generated field:Family State Management Relationship_STAT_IND,N/A,Transactional Data ,System generated field:Family State Management Relationship_STAT_IND,N,N,No,Yes ,nvarchar,1,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
60,MI_V4030005 - System Tables,dbo.MI_SM_STATES,State Management,State Management refers to the process of tracking and managing the state of an application during its execution.,SMST_KEY,System generated field:SMST KEY,N/A,Transactional Data ,System generated field:SMST KEY,Y,N,No,Yes ,float,8,Physical Asset Management,Maintenance Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
61,MI_V4030005 - System Tables,dbo.MI_SM_STATES,State Management,State Management refers to the process of tracking and managing the state of an application during its execution.,SMST_ID,System generated field:SMST ID,N/A,Transactional Data ,System generated field:SMST ID,N,N,No,Yes ,nvarchar,50,Physical Asset Management,Maintenance Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
62,MI_V4030005 - System Tables,dbo.MI_SM_STATES,State Management,State Management refers to the process of tracking and managing the state of an application during its execution.,SMST_CAPTION_TX,System generated field:SMST Caption Text,N/A,Transactional Data ,System generated field:SMST Caption Text,N,N,No,Yes ,nvarchar,50,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
63,MI_V4030005 - System Tables,dbo.MI_SM_STATES,State Management,State Management refers to the process of tracking and managing the state of an application during its execution.,SMSM_KEY,System generated field:SMSM KEY,N/A,Transactional Data ,System generated field:SMSM KEY,N,Y,No,Yes ,bigint,8,Physical Asset Management,Maintenance Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
64,MI_V4030005 - System Tables,dbo.MI_SM_STATES,State Management,State Management refers to the process of tracking and managing the state of an application during its execution.,SMST_ROLE_DESC_TX,System generated field:SMST Role Description Text,N/A,Transactional Data ,System generated field:SMST Role Description Text,N,N,No,No,nvarchar,50,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
65,MI_V4030005 - System Tables,dbo.MI_SM_STATES,State Management,State Management refers to the process of tracking and managing the state of an application during its execution.,SMST_RESERVED_FLG,System generated field:SMST RESERVED FLG,N/A,Transactional Data ,System generated field:SMST RESERVED FLG,N,N,No,Yes ,nvarchar,1,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
66,MI_V4030005 - System Tables,dbo.MI_SM_STATES,State Management,State Management refers to the process of tracking and managing the state of an application during its execution.,SMST_INITIAL_STATE_FLG,System generated field:SMST INITIAL STATE FLG,N/A,Transactional Data ,System generated field:SMST INITIAL STATE FLG,N,N,No,Yes ,nvarchar,1,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
67,MI_V4030005 - System Tables,dbo.MI_SM_STATES,State Management,State Management refers to the process of tracking and managing the state of an application during its execution.,SMST_ICON_BIN,System generated field:SMST ICON BIN,N/A,Transactional Data ,System generated field:SMST ICON BIN,N,N,No,No,varbinary,MAX,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
68,MI_V4030005 - System Tables,dbo.MI_SM_STATES,State Management,State Management refers to the process of tracking and managing the state of an application during its execution.,SMST_STAT_IND,System generated field:SMST STAT IND,N/A,Transactional Data ,System generated field:SMST STAT IND,N,N,No,Yes ,nvarchar,1,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
69,MI_V4030005 - System Tables,dbo.MI_SM_STATES,State Management,State Management refers to the process of tracking and managing the state of an application during its execution.,SMST_REQ_USER_FLG,System generated field:SMST REQ USER FLG,N/A,Transactional Data ,System generated field:SMST REQ USER FLG,N,N,No,No,nvarchar,1,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
70,MI_V4030005 - System Tables,dbo.MI_SM_STATE_ASSIGNMENTS,State Management Assignment,"State Management Assignment is a crucial aspect of predictive maintenance and asset management. By accurately identifying and categorizing an asset's operational state, industrial organizations can minimize downtime, reduce maintenance costs, and enhance overall operational efficiency.",SMSA_KEY,System generated field:SMSA KEY,N/A,Transactional Data ,System generated field:SMSA KEY,Y,N,No,Yes ,bigint,8,Physical Asset Management,Maintenance Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
71,MI_V4030005 - System Tables,dbo.MI_SM_STATE_ASSIGNMENTS,State Management Assignment,"State Management Assignment is a crucial aspect of predictive maintenance and asset management. By accurately identifying and categorizing an asset's operational state, industrial organizations can minimize downtime, reduce maintenance costs, and enhance overall operational efficiency.",ENTY_KEY,System generated field:Entity Key,N/A,Transactional Data ,System generated field:Entity Key,N,Y,No,Yes ,bigint,8,Physical Asset Management,Maintenance Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
72,MI_V4030005 - System Tables,dbo.MI_SM_STATE_ASSIGNMENTS,State Management Assignment,"State Management Assignment is a crucial aspect of predictive maintenance and asset management. By accurately identifying and categorizing an asset's operational state, industrial organizations can minimize downtime, reduce maintenance costs, and enhance overall operational efficiency.",SMST_KEY,System generated field:SMST KEY,N/A,Transactional Data ,System generated field:SMST KEY,N,Y,No,Yes ,float,8,Physical Asset Management,Maintenance Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
73,MI_V4030005 - System Tables,dbo.MI_SM_STATE_ASSIGNMENTS,State Management Assignment,"State Management Assignment is a crucial aspect of predictive maintenance and asset management. By accurately identifying and categorizing an asset's operational state, industrial organizations can minimize downtime, reduce maintenance costs, and enhance overall operational efficiency.",SEUS_KEY,System generated field:Security User Key,N/A,Transactional Data ,System generated field:Security User Key,N,Y,No,No,bigint,8,Physical Asset Management,Maintenance Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
1,MI_V4030005 - FOUNDATION,dbo.MI_SEC_USERS,Security user,"A Security User is an individual in your organization who has a user account for accessing GE Digital APM and this account stores the ID and password for the user which are used to authenticate the security user when he or she logs in, and identifying information including the name, contact info and job details. ",ENTY_KEY,Entity Key,N/A,Master Data ,System generated field: ENTY_KEY,Y,N,No,Yes,bigint,8,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,19/9/2023,Wan M Hafiz Wan Rosdi
