DATA ELEMENT,ENTY_KEY,FMLY_KEY,ENTY_ID,ENTY_CAPTION_TX,LAST_UPDT_DT
Design Pressure,0.3077,0.1875,0.4167,0.3333,0.4615
Maximum Allowable Operating Pressure (MAOP),0.2632,0.3,0.2632,0.4211,0.4444
Material Type,0.4167,0.5833,0.4167,0.5385,0.4615
Material Grade,0.3077,0.4615,0.4167,0.3333,0.4615
Wall Thickness,0.4615,0.4,0.3571,0.4667,0.4
Outside Diameter,0.2857,0.3333,0.3846,0.4,0.5385
Specified Minimum Yield Strength,0.3333,0.3684,0.4118,0.4211,0.4444
Location Class / Zone,0.3846,0.3333,0.3846,0.6154,0.4286
Material Toughness (Charpy V-Notch),0.3158,0.35,0.3158,0.5556,0.4211
Specified Minimum Tensile Strength,0.2778,0.3158,0.3529,0.3684,0.4706
Wall Thickness,0.4615,0.4,0.3571,0.4667,0.4
Outside Diameter,0.2857,0.3333,0.3846,0.4,0.5385
Corrosion Allowance,0.2857,0.3333,0.2857,0.5,0.3333
Material Type,0.4167,0.5833,0.4167,0.5385,0.4615
Material Grade,0.3077,0.4615,0.4167,0.3333,0.4615
Specified Minimum Yield Strength,0.3333,0.3684,0.4118,0.4211,0.4444
Specified Minimum Tensile Strength,0.2778,0.3158,0.3529,0.3684,0.4706
Young's Modulus (steel),0.3571,0.3125,0.4615,0.375,0.5
Steel Poisson Ratio,0.3846,0.3333,0.3846,0.6154,0.5385
Thermal Expansion Coefficient,0.2778,0.3889,0.2778,0.5294,0.3889
Steel Density,0.6,0.3846,0.7778,0.4615,0.5
Design pressure,0.3077,0.1875,0.4167,0.3333,0.4615
Maximum allowable operating pressure (MAOP),0.2632,0.3,0.2632,0.4211,0.4444
Maximum Operating Pressure (MOP),0.3125,0.2778,0.3125,0.5,0.4375
Minimum Operating Pressure,0.3333,0.2941,0.3333,0.5333,0.4667
Design Temp: Min,0.4167,0.2667,0.5455,0.4286,0.4615
Design Temp: Max,0.3571,0.3125,0.4615,0.4667,0.5
Maximum Operating Temperature,0.3333,0.2941,0.3333,0.5333,0.375
Minimum Operating Temperature,0.3571,0.3125,0.3571,0.5714,0.4
Product Density,0.4286,0.2222,0.5385,0.6429,0.4667
Specific Gravity at 15°C,0.3333,0.375,0.3333,0.5333,0.375
Air Density,0.5455,0.3571,0.7,0.5385,0.4615
Fluid Name,0.3077,0.5833,0.4167,0.3333,0.4615
Buried,0.1818,0.1538,0.3,0.1429,0.25
Lower Limit Operating Temperature,0.3125,0.3529,0.3125,0.5,0.4375
Normal Operating Mass Flow Rate,0.2941,0.4118,0.2941,0.4706,0.4118
Normal Operating Temperature,0.3333,0.375,0.3333,0.5333,0.4667
Upper Limit Design Temperature,0.3125,0.3529,0.4,0.4118,0.6429
Upper Limit Operating Pressure,0.3125,0.3529,0.3125,0.5,0.5333
Upper Limit Operating Temperature,0.3333,0.375,0.3333,0.5333,0.4667
Lower Limit Allowable Temperature,0.25,0.375,0.25,0.4375,0.4667
Post Weld Heat Treatment,0.2353,0.2778,0.3125,0.4118,0.5333
Fluid Name,0.3077,0.5833,0.4167,0.3333,0.4615
Normal Operating Temperature,0.3333,0.375,0.3333,0.5333,0.4667
Design Specification,0.3333,0.2941,0.4286,0.6429,0.4667
Lower Limit Operating Pressure,0.2941,0.3333,0.2941,0.4706,0.5
Lower Limit Operating Temperature,0.3125,0.3529,0.3125,0.5,0.4375
Normal Operating Pressure,0.3125,0.3529,0.3125,0.5,0.5333
Upper Limit Operating Pressure,0.3125,0.3529,0.3125,0.5,0.5333
Upper Limit Operating Temperature,0.3333,0.375,0.3333,0.5333,0.4667
Safety Integrity Level,0.4286,0.4667,0.4286,0.4375,0.375
ATEX Category,0.3077,0.2667,0.3077,0.5385,0.2667
ATEX Explosive Atmosphere,0.2353,0.3529,0.2353,0.4118,0.4375
ATEX Group,0.2143,0.1875,0.2143,0.4286,0.4615
Explosion Protection Concept,0.3571,0.2353,0.3571,0.5714,0.4
Explosion Protection Examination Certificate Number,0.2632,0.3684,0.2632,0.5,0.4444
Explosion Protection Material Group,0.2778,0.3158,0.2778,0.5294,0.4706
Explosion Protection Notified Body,0.3529,0.3158,0.4375,0.5294,0.3889
Ingress Protection,0.3846,0.1765,0.3846,0.6154,0.3333
Fluid Name,0.3077,0.5833,0.4167,0.3333,0.4615
Lower Limit Operating Temperature,0.3125,0.3529,0.3125,0.5,0.4375
Normal Operating Temperature,0.3333,0.375,0.3333,0.5333,0.4667
Lower Limit Allowable Temperature,0.25,0.375,0.25,0.4375,0.4667
Design Specification,0.3333,0.2941,0.4286,0.6429,0.4667
Fluid Name,0.3077,0.5833,0.4167,0.3333,0.4615
Normal Operating Temperature,0.3333,0.375,0.3333,0.5333,0.4667
Upper Limit Design Temperature,0.3125,0.3529,0.4,0.4118,0.6429
Lower Limit Allowable Temperature,0.25,0.375,0.25,0.4375,0.4667
Material,0.2727,0.4545,0.2727,0.3077,0.3333
Nominal Pipe Diameter,0.3571,0.4,0.4615,0.5714,0.5
Upper Limit Allowable Pressure,0.2353,0.3529,0.2353,0.4118,0.5333
Upper Limit Allowable Temperature,0.25,0.375,0.25,0.4375,0.4667
Fluid Name,0.3077,0.5833,0.4167,0.3333,0.4615
Lower Limit Operating Temperature,0.3125,0.3529,0.3125,0.5,0.4375
Normal Operating Temperature,0.3333,0.375,0.3333,0.5333,0.4667
Lower Limit Allowable Temperature,0.25,0.375,0.25,0.4375,0.4667
Fluid Name,0.3077,0.5833,0.4167,0.3333,0.4615
Normal Operating Temperature,0.3333,0.375,0.3333,0.5333,0.4667
Design Specification,0.3333,0.2941,0.4286,0.6429,0.4667
Lower Limit Operating Pressure,0.2941,0.3333,0.2941,0.4706,0.5
Lower Limit Operating Temperature,0.3125,0.3529,0.3125,0.5,0.4375
Normal Operating Pressure,0.3125,0.3529,0.3125,0.5,0.5333
Upper Limit Operating Pressure,0.3125,0.3529,0.3125,0.5,0.5333
Upper Limit Operating Temperature,0.3333,0.375,0.3333,0.5333,0.4667
Fluid Name,0.3077,0.5833,0.4167,0.3333,0.4615
Normal Operating Temperature,0.3333,0.375,0.3333,0.5333,0.4667
Lower Limit Operating Pressure,0.2941,0.3333,0.2941,0.4706,0.5
Lower Limit Operating Temperature,0.3125,0.3529,0.3125,0.5,0.4375
Upper Limit Operating Pressure,0.3125,0.3529,0.3125,0.5,0.5333
Upper Limit Operating Temperature,0.3333,0.375,0.3333,0.5333,0.4667
Length,0.3,0.1538,0.3,0.2308,0.25
Lower Limit Allowable Temperature,0.25,0.375,0.25,0.4375,0.4667
Material,0.2727,0.4545,0.2727,0.3077,0.3333
Nominal Pipe Diameter,0.3571,0.4,0.4615,0.5714,0.5
Post Weld Heat Treatment,0.2353,0.2778,0.3125,0.4118,0.5333
Wall Thickness,0.4615,0.4,0.3571,0.4667,0.4
Upper Limit Design Temperature,0.3125,0.3529,0.4,0.4118,0.6429
Fluid Name,0.3077,0.5833,0.4167,0.3333,0.4615
Normal Operating Temperature,0.3333,0.375,0.3333,0.5333,0.4667
Design pressure,0.3077,0.1875,0.4167,0.3333,0.4615
Maximum Operating Pressure,0.3125,0.2778,0.3125,0.5,0.4375
Maximum Operating Temperature,0.3333,0.2941,0.3333,0.5333,0.375
Minimum Operating Pressure,0.3333,0.2941,0.3333,0.5333,0.4667
Minimum Operating Temperature,0.3571,0.3125,0.3571,0.5714,0.4
Maximum Density,0.4615,0.4,0.5833,0.4667,0.5
Minimum Density,0.5455,0.3571,0.7,0.4286,0.4615
Specific Gravity,0.3333,0.375,0.3333,0.5333,0.375
Corrosion Rate,0.4167,0.2667,0.4167,0.6667,0.3571
Corrosion Allowance,0.2857,0.3333,0.2857,0.5,0.3333
Wave Height,0.3333,0.2857,0.3333,0.3571,0.2857
Wave Period,0.2143,0.2667,0.3077,0.4286,0.3571
Storm Surge,0.2308,0.2,0.2308,0.2667,0.3846
Seawater Temperature,0.2143,0.2667,0.2143,0.3333,0.5833
Water Depth,0.2308,0.2,0.3333,0.3571,0.5
Current Velocity,0.4615,0.3125,0.4615,0.5714,0.3125
Design Life,0.3333,0.3846,0.4545,0.2667,0.3846
Diameter,0.2727,0.3333,0.4,0.3077,0.3333
Wall Thickness,0.4615,0.4,0.3571,0.4667,0.4
X-60,0.0,0.0,0.0,0.0,0.0
X-65,0.0,0.0,0.0,0.0,0.0
X-70,0.0,0.0,0.0,0.0,0.0
CS,0.0,0.0,0.0,0.0909,0.1
CRA Clad,0.0833,0.25,0.1818,0.2308,0.3636
CRA Lined,0.3333,0.3846,0.4545,0.4615,0.3846
Solid CRA,0.1429,0.2857,0.2308,0.3571,0.3846
Smooth Bore,0.2308,0.2,0.2308,0.2667,0.2857
Rough Bore,0.1538,0.1333,0.1538,0.2,0.2143
RTP,0.1111,0.0,0.1111,0.1818,0.2
TCP,0.1111,0.0,0.1111,0.3,0.2
AE,0.125,0.2222,0.125,0.2,0.2222
3LPE,0.1111,0.2,0.1111,0.1818,0.3333
3LPP,0.0,0.1,0.0,0.0909,0.2222
FBE,0.1111,0.2,0.1111,0.0833,0.0909
Heat Shrink Sleeve,0.4615,0.4,0.3571,0.375,0.4
Cold Applied Adhesive Tape Wrap,0.2222,0.2632,0.2941,0.4706,0.5
HDPF,0.0,0.0833,0.1,0.0769,0.1818
Neoprene,0.2,0.0769,0.2,0.3636,0.1667
EPDM,0.1,0.1818,0.2222,0.1667,0.3
Monel Sheath,0.3077,0.3571,0.3077,0.4286,0.4615
FBE,0.1111,0.2,0.1111,0.0833,0.0909
PE,0.125,0.1,0.125,0.2,0.2222
Composite Wrap,0.2667,0.3125,0.2667,0.5714,0.4
Weight Coating,0.3846,0.25,0.3846,0.6154,0.25
Coating Density,0.4615,0.3125,0.5833,0.6923,0.4
Pipe in Pipe,0.5,0.2727,0.5,0.5,0.2727
GSPU,0.0,0.0,0.0,0.0769,0.3
SPU,0.0,0.0,0.0,0.0833,0.3333
MLPE,0.1,0.3,0.1,0.1667,0.3
MLPP,0.0,0.2,0.0,0.0833,0.2
Sand,0.1,0.0833,0.2222,0.1667,0.3
Clay,0.1,0.3,0.1,0.2727,0.1818
Shear Strength,0.3333,0.2,0.3333,0.3571,0.3846
Grain Size,0.3333,0.2857,0.3333,0.3571,0.2857
Friction Coefficient,0.4545,0.2857,0.4545,0.5833,0.2
Soil Density,0.5455,0.3571,0.7,0.5385,0.4615
Strength Test,0.3636,0.1333,0.3636,0.2857,0.3077
Miniature Vane Test,0.3846,0.3333,0.3846,0.4,0.4286
Unconfined Compression Test,0.3125,0.2778,0.4,0.5,0.4375
Torvane,0.2727,0.1429,0.2727,0.4167,0.2308
Unconsolidated Undrained Triaxial Compression,0.2778,0.3158,0.3529,0.5294,0.5625
Existing Pipeline Name/Tag ID,0.3333,0.375,0.4286,0.4375,0.5714
Sand Wave,0.25,0.2143,0.3636,0.2857,0.4167
Seabed Gradients,0.3846,0.25,0.5,0.4,0.4286
Scaffolding,0.1333,0.2667,0.2143,0.3333,0.2667
Pockmark,0.0769,0.2308,0.0,0.3077,0.1429
Escarpment,0.2308,0.2,0.2308,0.4615,0.3846
Coral,0.0,0.1667,0.0,0.25,0.1667
Zinc,0.2222,0.0833,0.2222,0.2727,0.0
Aluminium,0.1818,0.3636,0.1818,0.2308,0.25
Half-Shell Bracelet,0.2,0.3333,0.2,0.3125,0.4286
Slender Type,0.4167,0.2667,0.5455,0.4286,0.5833
In-Place Stress,0.3846,0.3333,0.3846,0.6154,0.5385
S-lay,0.1,0.3,0.1,0.1667,0.3
J-lay,0.1,0.3,0.1,0.1667,0.1818
Reel-lay,0.2,0.4,0.2,0.25,0.2727
Towing,0.3,0.0714,0.3,0.3333,0.0714
Pre-Installation,0.3077,0.2667,0.3077,0.5385,0.4615
Post-Installation Stalk-On,0.4167,0.3571,0.3077,0.5385,0.4615
WGS-84,0.0,0.0,0.0,0.0,0.0909
BRSO,0.0,0.0,0.0,0.0769,0.0833
Latitude Grid,0.3077,0.3571,0.4167,0.3333,0.5833
Longitude Grid,0.3846,0.25,0.5,0.4,0.4286
Rigid Pipeline Routing,0.3571,0.2353,0.4615,0.4667,0.5
Flexible Pipeline Routing,0.3125,0.2778,0.3125,0.4118,0.3529
Route Curvature,0.2308,0.2,0.2308,0.4615,0.3846
Route Length,0.3077,0.1875,0.3077,0.3333,0.3571
Number of Crossings,0.25,0.2941,0.25,0.3529,0.2222
FPSO,0.0,0.0833,0.0,0.1667,0.1818
Pipeline,0.3333,0.2727,0.3333,0.3636,0.2727
Riser,0.2222,0.1818,0.2222,0.1667,0.1818
Pipelines,0.3,0.25,0.3,0.3333,0.3636
Class 1,0.0909,0.2727,0.0909,0.25,0.4
Class 2,0.0909,0.2727,0.0909,0.25,0.4
Class 3,0.0909,0.2727,0.0909,0.25,0.4
Class 4,0.0909,0.2727,0.0909,0.25,0.4
Riser,0.2222,0.1818,0.2222,0.1667,0.1818
Pipeline,0.3333,0.2727,0.3333,0.3636,0.2727
Internal Hoop Pressure,0.3333,0.2941,0.3333,0.5333,0.5714
External Collapse Pressure,0.25,0.2222,0.25,0.5333,0.5714
Local Buckling ,0.2857,0.3333,0.2,0.4,0.25
Initiation Buckling,0.3571,0.3125,0.2667,0.4667,0.3125
Propagation Buckling,0.3125,0.2778,0.2353,0.5,0.3529
Internal Pressure,0.3846,0.3333,0.3846,0.5,0.6667
Content Temperature,0.2857,0.25,0.2857,0.6154,0.4286
Content Density,0.5455,0.2667,0.7,0.6667,0.3571
Steel Density,0.6,0.3846,0.7778,0.4615,0.5
Pipe Diameter,0.3333,0.3846,0.4545,0.4615,0.5
Minimum Required Wall Thickness,0.3333,0.3684,0.3333,0.35,0.4444
Simplified Method,0.2667,0.4,0.3571,0.375,0.5
Generalized Method,0.3125,0.3529,0.4,0.4118,0.3529
Dynamic Analysis Method,0.4,0.4375,0.5,0.6,0.4375
Level 1 Screening,0.3077,0.2667,0.3077,0.3333,0.2667
Level 2 Fatigue Analysis,0.4286,0.4667,0.4286,0.4375,0.4667
Level 3 Abaqus FEA,0.1333,0.3571,0.1333,0.1765,0.4615
Installation,0.2727,0.2308,0.2727,0.4167,0.3333
Hydrotest,0.25,0.1333,0.3636,0.2857,0.3077
Operating,0.3333,0.2,0.3333,0.5833,0.2857
Functional,0.2308,0.2857,0.2308,0.4615,0.2857
Environmental,0.3077,0.3571,0.3077,0.4286,0.2667
1 year,0.3333,0.4,0.3333,0.3636,0.2727
10 years,0.3,0.3636,0.3,0.3333,0.3636
100 years,0.3,0.3636,0.3,0.3333,0.3636
Low Strength,0.2857,0.1765,0.2857,0.3125,0.3333
Standard Strength,0.3077,0.1875,0.4167,0.3333,0.4615
High Strength,0.4545,0.2,0.4545,0.3571,0.2857
Drag Coefficient,0.3571,0.3125,0.4615,0.5714,0.3125
Lift Coefficient,0.4545,0.3846,0.4545,0.5833,0.2857
Inertia Coefficient,0.4167,0.3571,0.4167,0.6667,0.2667
Submerged Weight,0.25,0.2222,0.3333,0.2105,0.375
Thickness,0.5,0.2143,0.3636,0.3846,0.2143
Span Length,0.3077,0.2667,0.3077,0.4286,0.5833
Span Height,0.4167,0.2667,0.4167,0.5385,0.4615
Pipeline Spool Length,0.3846,0.25,0.3846,0.5,0.4286
Anode ID,0.4,0.3333,0.5556,0.5455,0.3333
Anode Spacings,0.2857,0.25,0.3846,0.6154,0.4286
Anode Thickness ,0.4615,0.3125,0.4615,0.5714,0.4
Anode Length,0.3077,0.2667,0.4167,0.4286,0.4615
Remaining Fatigue Life,0.3571,0.5,0.3571,0.375,0.4
Fatigue Damage ,0.3077,0.4615,0.4167,0.3333,0.4615
Coefficient of Linear Expansion,0.3125,0.3529,0.3125,0.6,0.4375
Change in Temperature,0.3333,0.2941,0.3333,0.5333,0.375
Max. Operating Temperature,0.3333,0.2941,0.3333,0.5333,0.375
Max. Design Temperature,0.3125,0.2778,0.4,0.4118,0.5333
Content Weights,0.3846,0.1765,0.3846,0.5,0.25
Pressure Change,0.2,0.1765,0.2,0.4,0.4286
Hot End Expansion ,0.3571,0.2353,0.4615,0.5714,0.5
Cold End Expansion,0.2667,0.3125,0.3571,0.5714,0.5
Hot End Virtual Anchor Point,0.2941,0.2632,0.375,0.5625,0.5
Cold End Virtual Anchor Point,0.2941,0.2632,0.375,0.5625,0.5
Differential Potential,0.3571,0.4,0.4615,0.5714,0.5
Water Depth,0.2308,0.2,0.3333,0.3571,0.5
Seawater Resistivity,0.4167,0.3571,0.4167,0.4286,0.3571
Soil Resistivity,0.4167,0.3571,0.4167,0.4286,0.3571
Wave Height,0.3333,0.2857,0.3333,0.3571,0.2857
Current Velocity,0.4615,0.3125,0.4615,0.5714,0.3125
Pipe-Soil-Interaction,0.2857,0.25,0.2857,0.6154,0.4286
Soil Strength,0.3846,0.25,0.3846,0.4,0.3333
Lateral Friction Coefficient,0.3846,0.4286,0.3846,0.6154,0.3333
Axial Friction Coefficient,0.3571,0.4,0.3571,0.5714,0.3125
Initial Breakdown Factor,0.375,0.4118,0.375,0.4706,0.3333
Mean Breakdown Factor,0.3125,0.3529,0.3125,0.4118,0.2778
Final Breakdown Factor,0.375,0.4118,0.375,0.4706,0.3333
Utilization Factor,0.2667,0.3125,0.2667,0.4667,0.3125
Anode Current Capacity,0.4286,0.2941,0.5385,0.7692,0.4667
Number of Anodes,0.1875,0.3125,0.2667,0.2941,0.4
Mass per Anode,0.2143,0.2667,0.3077,0.4286,0.4615
Level 1 Buckling Screening,0.3333,0.2941,0.25,0.2778,0.2941
Level 2 FEA Global Buckling,0.3125,0.4375,0.2353,0.4118,0.2778
Design Pressure ,0.3077,0.1875,0.4167,0.3333,0.4615
Design Temperature,0.3333,0.2941,0.4286,0.4375,0.5714
Effective Axial Force,0.2667,0.4,0.2667,0.4667,0.3125
Total Strain,0.3333,0.2857,0.3333,0.4615,0.3846
Fatigue Damage Ratio,0.2667,0.4,0.3571,0.375,0.4
Unity Check,0.7,0.3571,0.5455,0.5385,0.2667
Allowable Strain,0.3571,0.3125,0.3571,0.4667,0.4
Allowable Bending Moment,0.3333,0.375,0.4286,0.4375,0.375
Von Mises,0.3636,0.3077,0.3636,0.3846,0.2143
Longitudinal,0.2308,0.2,0.3333,0.3571,0.3846
Combined Equivalent,0.2941,0.3333,0.375,0.4706,0.4118
Fully Restraint,0.4615,0.5,0.4615,0.4667,0.5
Axial Movement,0.3846,0.4286,0.3846,0.5,0.3333
Lateral,0.2,0.2727,0.2,0.25,0.4
Axial,0.1,0.3,0.1,0.1667,0.1818
Max. Stress at Each Clamp,0.1875,0.3125,0.1875,0.375,0.5
Max. Stress at riser nodes,0.3571,0.3125,0.4615,0.4667,0.4
Axial Stress,0.3333,0.3846,0.3333,0.3571,0.5
Bending Stress,0.4167,0.1875,0.5455,0.3333,0.3571
Torsion Stress,0.5,0.2143,0.5,0.5,0.3077
Hoop Stress,0.25,0.1333,0.25,0.3846,0.4167
Allowable Stress,0.2143,0.2667,0.2143,0.3333,0.4615
Barge Overbend Stress,0.2667,0.1667,0.3571,0.375,0.4
Stinger Overbend Stress,0.3571,0.1667,0.4615,0.375,0.3125
Sagbend,0.1667,0.1429,0.2727,0.2143,0.3333
Pipeline Route Dwg,0.3333,0.2222,0.4286,0.4375,0.4667
Pipeline Overall Field Layout,0.375,0.4118,0.4667,0.5625,0.5
Pipeline Bend Details,0.3846,0.3333,0.5,0.5,0.6667
Pipeline Alignment Dwgs,0.3333,0.375,0.4286,0.4375,0.5714
Pipeline Crossing Dwg,0.25,0.2222,0.3333,0.4375,0.375
External Anti-Corrosion Coating Details,0.3125,0.2778,0.4,0.5,0.4375
Field Joint Coating Details,0.3125,0.3529,0.4,0.5,0.4375
Concrete weight coating details,0.2941,0.2632,0.375,0.4706,0.4118
Isometric Dwg,0.2667,0.2353,0.3571,0.375,0.3125
Pipeline & Riser Approach Dwg,0.2222,0.2632,0.2941,0.4706,0.4118
Pipeline Launcher & Receiver Dwg,0.2222,0.2632,0.2941,0.3889,0.4118
Pipeline Support Dwg,0.3125,0.2105,0.4,0.4118,0.5333
Expansion Spool Dwg,0.25,0.2941,0.3333,0.4375,0.4667
Pipeline Schematic Dwg,0.2941,0.3333,0.375,0.4706,0.5
Pipeline Laying Arrangement,0.4615,0.5,0.4615,0.5714,0.4
Riser Arrangement Detail,0.3571,0.4,0.4615,0.375,0.5
Riser Hanger Flange Details,0.3333,0.375,0.4286,0.3529,0.4667
Riser Clamp Details,0.2667,0.4,0.3571,0.4667,0.6154
Riser Splash Zone Details,0.3125,0.2778,0.4,0.5,0.5333
Riser Isometric Dwg,0.2667,0.2353,0.3571,0.375,0.3125
Specification for Linepipe ,0.3333,0.375,0.3333,0.6429,0.4667
Pipeline Induction Bend Specification,0.2941,0.3333,0.375,0.5625,0.6
Specification for Flange,0.3125,0.3529,0.3125,0.6,0.4375
Specification for Hanger Flange,0.2941,0.3333,0.2941,0.5625,0.4118
Specification for External Coating,0.2941,0.3333,0.2941,0.5625,0.4118
Specification for FJC,0.3333,0.2941,0.3333,0.6429,0.375
Specification for Anode,0.3333,0.2941,0.4286,0.6429,0.4667
Specification for Riser Clamp,0.3125,0.4375,0.3125,0.6,0.4375
S-lay vessel,0.2727,0.4545,0.2727,0.3077,0.4545
J-lay vessel,0.25,0.4167,0.25,0.2857,0.4167
Pipelay Tension,0.5,0.4286,0.5,0.75,0.5385
Tie-in Spool Dry Weight ,0.375,0.2632,0.4667,0.4706,0.4118
Tie-in Spool Submerged weight,0.2632,0.2381,0.3333,0.35,0.4444
Stinger Support Number,0.3333,0.2222,0.3333,0.4375,0.375
Touch Down Length,0.2667,0.1667,0.3571,0.375,0.4
Debris Removal/ Cleaning,0.2222,0.3333,0.2941,0.3889,0.3333
Pipe Gauging,0.3636,0.3077,0.3636,0.5,0.4167
Flooding,0.1667,0.2308,0.2727,0.2143,0.1429
Hydrotest,0.25,0.1333,0.3636,0.2857,0.3077
Leak Test,0.4,0.4545,0.2727,0.3077,0.6
Dewatering,0.3333,0.2,0.4545,0.3571,0.2857
Drying,0.3,0.1538,0.4444,0.2308,0.0714
Bi-Di,0.1111,0.0909,0.25,0.0833,0.0909
Foam,0.0,0.3,0.0,0.1667,0.0833
Caliper,0.1667,0.3333,0.1667,0.4167,0.3333
MFL,0.0,0.3333,0.0,0.0,0.0909
UT,0.125,0.0,0.125,0.0909,0.2222
Weekly,0.3333,0.4,0.2,0.1538,0.1667
Monthly,0.2727,0.2308,0.2727,0.3077,0.1429
Quarterly,0.25,0.3077,0.25,0.2857,0.4167
Annually,0.2,0.2727,0.2,0.25,0.2727
IP,0.125,0.1,0.125,0.2,0.1
ROV,0.0,0.0,0.0,0.0833,0.0
SSS,0.0,0.0,0.0,0.0,0.1111
ATEX Category,0.3077,0.2667,0.3077,0.5385,0.2667
ATEX Explosive Atmosphere,0.2353,0.3529,0.2353,0.4118,0.4375
ATEX Group,0.2143,0.1875,0.2143,0.4286,0.4615
Breaking Capacity,0.5385,0.375,0.4286,0.6429,0.2941
 Making Capacity,0.5,0.4286,0.3846,0.6154,0.25
Equipment Protection Level,0.3125,0.2778,0.3125,0.5,0.3529
Explosion Protection Concept,0.3571,0.2353,0.3571,0.5714,0.4
Explosion Protection Examination Certificate Number,0.2632,0.3684,0.2632,0.5,0.4444
Explosion Protection Gas Group,0.2941,0.2632,0.2941,0.5625,0.5
Explosion Protection Material Group,0.2778,0.3158,0.2778,0.5294,0.4706
Explosion Protection Notified Body,0.3529,0.3158,0.4375,0.5294,0.3889
Explosion Protection Temperature Class,0.2941,0.3333,0.2941,0.5625,0.5
Explosion Protection Zone,0.3333,0.2222,0.3333,0.5333,0.375
Ingress Protection,0.3846,0.1765,0.3846,0.6154,0.3333
Rated Current,0.3333,0.2,0.4545,0.4615,0.5
Rated Frequency,0.3571,0.3125,0.4615,0.4667,0.4
Rated Impulse Voltage,0.2222,0.3333,0.2941,0.3889,0.6
Rated Short Circuit Current,0.3333,0.2222,0.4286,0.5333,0.4667
Rated Voltage,0.2143,0.2667,0.3077,0.3333,0.4615
Nominal Current,0.3571,0.4,0.3571,0.5714,0.4
Number of Electrical Phases,0.2632,0.3684,0.2632,0.5,0.4444
Operating Voltage,0.3571,0.3125,0.3571,0.5714,0.4
Ingress Protection,0.3846,0.1765,0.3846,0.6154,0.3333
Rated Input Current,0.3846,0.25,0.5,0.6154,0.5385
Rated Input Voltage,0.3125,0.2778,0.4,0.5,0.5333
Rated Output Current,0.2857,0.1765,0.3846,0.6154,0.5385
Rated Output Power,0.2143,0.1875,0.3077,0.4286,0.5833
Rated Output Voltage,0.1875,0.2353,0.2667,0.375,0.6154
Autonomy Time,0.5455,0.4615,0.5455,0.6667,0.3571
Rated Short Circuit Current,0.3333,0.2222,0.4286,0.5333,0.4667
ATEX Category,0.3077,0.2667,0.3077,0.5385,0.2667
ATEX Explosive Atmosphere,0.2353,0.3529,0.2353,0.4118,0.4375
ATEX Group,0.2143,0.1875,0.2143,0.4286,0.4615
Explosion Protection Concept,0.3571,0.2353,0.3571,0.5714,0.4
Explosion Protection Examination Certificate Number,0.2632,0.3684,0.2632,0.5,0.4444
Explosion Protection Gas Group,0.2941,0.2632,0.2941,0.5625,0.5
Explosion Protection Material Group,0.2778,0.3158,0.2778,0.5294,0.4706
Explosion Protection Notified Body,0.3529,0.3158,0.4375,0.5294,0.3889
Explosion Protection Temperature Class,0.2941,0.3333,0.2941,0.5625,0.5
Explosion Protection Zone,0.3333,0.2222,0.3333,0.5333,0.375
Ingress Protection,0.3846,0.1765,0.3846,0.6154,0.3333
Explosion Protection Zone,0.3333,0.2222,0.3333,0.5333,0.375
ATEX Category,0.3077,0.2667,0.3077,0.5385,0.2667
ATEX Explosive Atmosphere,0.2353,0.3529,0.2353,0.4118,0.4375
ATEX Group,0.2143,0.1875,0.2143,0.4286,0.4615
Explosion Protection Concept,0.3571,0.2353,0.3571,0.5714,0.4
Explosion Protection Examination Certificate Number,0.2632,0.3684,0.2632,0.5,0.4444
Explosion Protection Gas Group,0.2941,0.2632,0.2941,0.5625,0.5
Explosion Protection Material Group,0.2778,0.3158,0.2778,0.5294,0.4706
Explosion Protection Notified Body,0.3529,0.3158,0.4375,0.5294,0.3889
Explosion Protection Temperature Class,0.2941,0.3333,0.2941,0.5625,0.5
Rated Current,0.3333,0.2,0.4545,0.4615,0.5
Rated Short Circuit Current,0.3333,0.2222,0.4286,0.5333,0.4667
Rated Voltage,0.2143,0.2667,0.3077,0.3333,0.4615
Nominal Current,0.3571,0.4,0.3571,0.5714,0.4
Operating Voltage,0.3571,0.3125,0.3571,0.5714,0.4
Rated Output Power,0.2143,0.1875,0.3077,0.4286,0.5833
Rated Current,0.3333,0.2,0.4545,0.4615,0.5
Rated Short Circuit Current,0.3333,0.2222,0.4286,0.5333,0.4667
Rated Voltage,0.2143,0.2667,0.3077,0.3333,0.4615
Nominal Current,0.3571,0.4,0.3571,0.5714,0.4
Operating Voltage,0.3571,0.3125,0.3571,0.5714,0.4
Rated Output Power,0.2143,0.1875,0.3077,0.4286,0.5833
ATEX Category,0.3077,0.2667,0.3077,0.5385,0.2667
ATEX Explosive Atmosphere,0.2353,0.3529,0.2353,0.4118,0.4375
ATEX Group,0.2143,0.1875,0.2143,0.4286,0.4615
Explosion Protection Concept,0.3571,0.2353,0.3571,0.5714,0.4
Explosion Protection Examination Certificate Number,0.2632,0.3684,0.2632,0.5,0.4444
Explosion Protection Gas Group,0.2941,0.2632,0.2941,0.5625,0.5
Explosion Protection Material Group,0.2778,0.3158,0.2778,0.5294,0.4706
Explosion Protection Notified Body,0.3529,0.3158,0.4375,0.5294,0.3889
Explosion Protection Temperature Class,0.2941,0.3333,0.2941,0.5625,0.5
Explosion Protection Zone,0.3333,0.2222,0.3333,0.5333,0.375
