DATA ELEMENT,ENTY_KEY,FMLY_KEY,ENTY_ID,ENTY_CAPTION_TX,LAST_UPDT_DT
Terrain Type,0.7515,0.4388,0.7001,0.7586,0.5739
Weld Joint KP,0.5449,0.3636,0.6093,0.6287,0.5096
Top of Pipe Elevation,0.5307,0.3814,0.5477,0.7253,0.5078
Operating Pressure,0.4495,0.2624,0.402,0.5082,0.5002
Design Pressure,0.3904,0.2279,0.3819,0.3152,0.4472
Maximum Allowable Operating Pressure (MAOP),0.3186,0.5151,0.3014,0.475,0.5776
Material Type,0.6694,0.6396,0.6124,0.6881,0.7171
Material Grade,0.3769,0.503,0.4214,0.4348,0.7049
Wall Thickness,0.4384,0.4388,0.4201,0.5057,0.492
Outside Diameter,0.5963,0.4062,0.7222,0.6019,0.7482
Specified Minimum Yield Strength,0.6261,0.557,0.7667,0.6501,0.488
Location Class / Zone,0.3146,0.3149,0.3518,0.6171,0.4414
Material Toughness (Charpy V-Notch),0.5042,0.3925,0.4886,0.7058,0.5942
Specified Minimum Tensile Strength,0.6358,0.464,0.7404,0.6846,0.4856
Wall Thickness,0.4384,0.4388,0.4201,0.5057,0.492
Outside Diameter,0.5963,0.4062,0.7222,0.6019,0.7482
Corrosion Allowance,0.2041,0.286,0.2282,0.4945,0.294
Material Type,0.6694,0.6396,0.6124,0.6881,0.7171
Material Grade,0.3769,0.503,0.4214,0.4348,0.7049
Specified Minimum Yield Strength,0.6261,0.557,0.7667,0.6501,0.488
Specified Minimum Tensile Strength,0.6358,0.464,0.7404,0.6846,0.4856
Young's Modulus (steel),0.3873,0.3518,0.3368,0.3475,0.5071
Steel Poisson Ratio,0.4801,0.3058,0.5367,0.6697,0.5143
Thermal Expansion Coefficient,0.5951,0.5019,0.6283,0.7742,0.4978
Steel Density,0.7707,0.45,0.7385,0.6224,0.6487
Design pressure,0.3904,0.2279,0.3819,0.3152,0.4472
Maximum allowable operating pressure (MAOP),0.3186,0.5151,0.3014,0.475,0.5776
Maximum Operating Pressure (MOP),0.347,0.4052,0.3527,0.484,0.4543
Minimum Operating Pressure,0.4485,0.4029,0.5015,0.5573,0.4066
Design Temp: Min,0.5634,0.3948,0.6929,0.637,0.4426
Design Temp: Max,0.501,0.4388,0.5601,0.5563,0.6149
Maximum Operating Temperature,0.5068,0.4526,0.5,0.6019,0.5855
Minimum Operating Temperature,0.5591,0.4467,0.5922,0.6653,0.5201
Product Density,0.6086,0.2843,0.7485,0.7372,0.6773
Specific Gravity at 15°C,0.4871,0.4654,0.5941,0.7152,0.4638
Air Density,0.6708,0.5222,0.8333,0.7223,0.5855
Fluid Name,0.3443,0.603,0.4811,0.417,0.5634
Buried,0.3162,0.2462,0.4714,0.2554,0.414
Lower Limit Operating Temperature,0.5988,0.4449,0.6086,0.6814,0.588
Normal Operating Mass Flow Rate,0.3578,0.4558,0.3637,0.5779,0.575
Normal Operating Temperature,0.5246,0.3964,0.483,0.648,0.6061
Upper Limit Design Temperature,0.5963,0.4178,0.6333,0.626,0.6246
Upper Limit Operating Pressure,0.477,0.3482,0.5,0.5779,0.5075
Upper Limit Operating Temperature,0.5738,0.3959,0.5832,0.674,0.5976
Lower Limit Allowable Temperature,0.4743,0.5231,0.4419,0.5108,0.6038
Post Weld Heat Treatment,0.6615,0.3252,0.6228,0.7029,0.7977
Fluid Name,0.3443,0.603,0.4811,0.417,0.5634
Normal Operating Temperature,0.5246,0.3964,0.483,0.648,0.6061
Design Specification,0.4961,0.3862,0.6934,0.7346,0.4331
Lower Limit Operating Pressure,0.5047,0.4052,0.529,0.5859,0.4956
Lower Limit Operating Temperature,0.5988,0.4449,0.6086,0.6814,0.588
Normal Operating Pressure,0.3977,0.3378,0.3638,0.5256,0.4971
Upper Limit Operating Pressure,0.477,0.3482,0.5,0.5779,0.5075
Upper Limit Operating Temperature,0.5738,0.3959,0.5832,0.674,0.5976
Safety Integrity Level,0.8174,0.6364,0.7398,0.6916,0.5861
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
Fluid Name,0.3443,0.603,0.4811,0.417,0.5634
Lower Limit Operating Temperature,0.5988,0.4449,0.6086,0.6814,0.588
Normal Operating Temperature,0.5246,0.3964,0.483,0.648,0.6061
Lower Limit Allowable Temperature,0.4743,0.5231,0.4419,0.5108,0.6038
Design Specification,0.4961,0.3862,0.6934,0.7346,0.4331
Fluid Name,0.3443,0.603,0.4811,0.417,0.5634
Normal Operating Temperature,0.5246,0.3964,0.483,0.648,0.6061
Upper Limit Design Temperature,0.5963,0.4178,0.6333,0.626,0.6246
Lower Limit Allowable Temperature,0.4743,0.5231,0.4419,0.5108,0.6038
Material,0.4082,0.5721,0.4564,0.5275,0.6414
Nominal Pipe Diameter,0.5375,0.5311,0.6472,0.7012,0.5684
Upper Limit Allowable Pressure,0.3677,0.4652,0.3426,0.4207,0.5617
Upper Limit Allowable Temperature,0.4845,0.503,0.4514,0.5435,0.652
Fluid Name,0.3443,0.603,0.4811,0.417,0.5634
Lower Limit Operating Temperature,0.5988,0.4449,0.6086,0.6814,0.588
Normal Operating Temperature,0.5246,0.3964,0.483,0.648,0.6061
Lower Limit Allowable Temperature,0.4743,0.5231,0.4419,0.5108,0.6038
Fluid Name,0.3443,0.603,0.4811,0.417,0.5634
Normal Operating Temperature,0.5246,0.3964,0.483,0.648,0.6061
Design Specification,0.4961,0.3862,0.6934,0.7346,0.4331
Lower Limit Operating Pressure,0.5047,0.4052,0.529,0.5859,0.4956
Lower Limit Operating Temperature,0.5988,0.4449,0.6086,0.6814,0.588
Normal Operating Pressure,0.3977,0.3378,0.3638,0.5256,0.4971
Upper Limit Operating Pressure,0.477,0.3482,0.5,0.5779,0.5075
Upper Limit Operating Temperature,0.5738,0.3959,0.5832,0.674,0.5976
Fluid Name,0.3443,0.603,0.4811,0.417,0.5634
Normal Operating Temperature,0.5246,0.3964,0.483,0.648,0.6061
Lower Limit Operating Pressure,0.5047,0.4052,0.529,0.5859,0.4956
Lower Limit Operating Temperature,0.5988,0.4449,0.6086,0.6814,0.588
Upper Limit Operating Pressure,0.477,0.3482,0.5,0.5779,0.5075
Upper Limit Operating Temperature,0.5738,0.3959,0.5832,0.674,0.5976
Length,0.527,0.2462,0.4714,0.5108,0.414
Lower Limit Allowable Temperature,0.4743,0.5231,0.4419,0.5108,0.6038
Material,0.4082,0.5721,0.4564,0.5275,0.6414
Nominal Pipe Diameter,0.5375,0.5311,0.6472,0.7012,0.5684
Post Weld Heat Treatment,0.6615,0.3252,0.6228,0.7029,0.7977
Wall Thickness,0.4384,0.4388,0.4201,0.5057,0.492
Upper Limit Design Temperature,0.5963,0.4178,0.6333,0.626,0.6246
Fluid Name,0.3443,0.603,0.4811,0.417,0.5634
Normal Operating Temperature,0.5246,0.3964,0.483,0.648,0.6061
Design pressure,0.3904,0.2279,0.3819,0.3152,0.4472
Maximum Operating Pressure,0.3939,0.4181,0.4003,0.4916,0.4922
Maximum Operating Temperature,0.5068,0.4526,0.5,0.6019,0.5855
Minimum Operating Pressure,0.4485,0.4029,0.5015,0.5573,0.4066
Minimum Operating Temperature,0.5591,0.4467,0.5922,0.6653,0.5201
Maximum Density,0.4954,0.5785,0.6155,0.5335,0.4685
Minimum Density,0.5367,0.5128,0.7092,0.5911,0.3194
Specific Gravity,0.4845,0.503,0.6019,0.6522,0.3525
Corrosion Rate,0.3098,0.1809,0.3464,0.5421,0.3043
Corrosion Allowance,0.2041,0.286,0.2282,0.4945,0.294
Wave Height,0.483,0.3223,0.4629,0.4458,0.4518
Wave Period,0.3727,0.3482,0.4167,0.4214,0.5367
Storm Surge,0.276,0.1612,0.2315,0.2786,0.3614
Seawater Temperature,0.5472,0.3594,0.4206,0.4971,0.694
Water Depth,0.5521,0.2417,0.5401,0.5573,0.768
Current Velocity,0.6461,0.3772,0.6019,0.6957,0.4229
Design Life,0.483,0.4835,0.6172,0.4458,0.4066
Diameter,0.5715,0.4767,0.639,0.5275,0.6949
Wall Thickness,0.4384,0.4388,0.4201,0.5057,0.492
X-60,0.0,0.0,0.0,0.0,0.0
X-65,0.0,0.0,0.0,0.0,0.0
X-70,0.0,0.0,0.0,0.0,0.0
CS,0.0,0.0,0.0,0.1474,0.1195
CRA Clad,0.0,0.2727,0.087,0.2515,0.5096
CRA Lined,0.3651,0.4264,0.5103,0.516,0.5379
Solid CRA,0.0913,0.3198,0.3062,0.3686,0.4781
Smooth Bore,0.2582,0.1508,0.2165,0.3649,0.2535
Rough Bore,0.1432,0.0836,0.0801,0.1735,0.1406
RTP,0.2981,0.0,0.3333,0.4815,0.3904
TCP,0.2981,0.0,0.3333,0.6019,0.3904
AE,0.3651,0.4264,0.2041,0.2949,0.5976
3LPE,0.2981,0.3482,0.1667,0.2408,0.3904
3LPP,0.0,0.1348,0.0,0.1865,0.2268
FBE,0.2981,0.3482,0.1667,0.1204,0.1952
Heat Shrink Sleeve,0.5934,0.4264,0.4593,0.4423,0.508
Cold Applied Adhesive Tape Wrap,0.3626,0.4235,0.4392,0.5125,0.7716
HDPF,0.0,0.1508,0.1443,0.1043,0.3381
Neoprene,0.5164,0.2261,0.3608,0.4692,0.2958
EPDM,0.2582,0.3015,0.2887,0.2085,0.5071
Monel Sheath,0.4667,0.3892,0.3727,0.4845,0.5237
FBE,0.2981,0.3482,0.1667,0.1204,0.1952
PE,0.3651,0.2132,0.2041,0.2949,0.3586
Composite Wrap,0.3131,0.2925,0.3501,0.6069,0.451
Weight Coating,0.5331,0.2767,0.6623,0.7654,0.4266
Coating Density,0.6928,0.4045,0.8391,0.8859,0.5669
Pipe in Pipe,0.3771,0.2752,0.4743,0.533,0.2469
GSPU,0.0,0.0,0.0,0.1043,0.2535
SPU,0.0,0.0,0.0,0.1204,0.2928
MLPE,0.2582,0.4523,0.1443,0.2085,0.3381
MLPP,0.0,0.2462,0.0,0.1703,0.207
Sand,0.1291,0.1508,0.2887,0.3128,0.5916
Clay,0.2582,0.603,0.1443,0.3128,0.3381
Shear Strength,0.4845,0.1886,0.4214,0.4783,0.5287
Grain Size,0.3892,0.3636,0.5222,0.503,0.3058
Friction Coefficient,0.5062,0.38,0.6468,0.7299,0.2367
Soil Density,0.6,0.4671,0.7454,0.6461,0.4801
Strength Test,0.6343,0.114,0.6001,0.6305,0.575
Miniature Vane Test,0.6983,0.4077,0.7319,0.7754,0.6571
Unconfined Compression Test,0.5289,0.2702,0.5914,0.7208,0.4328
Torvane,0.488,0.2279,0.4364,0.6305,0.5111
Unconsolidated Undrained Triaxial Compression,0.4303,0.3769,0.6255,0.695,0.6198
Existing Pipeline Name/Tag ID,0.6129,0.4652,0.7537,0.7424,0.5416
Sand Wave,0.2449,0.286,0.2739,0.3297,0.6414
Seabed Gradients,0.4969,0.3482,0.5556,0.4815,0.7482
Scaffolding,0.1432,0.4181,0.3203,0.4048,0.375
Pockmark,0.1633,0.3814,0.0,0.2638,0.2138
Escarpment,0.5217,0.3482,0.4167,0.6019,0.5855
Coral,0.0,0.2697,0.0,0.2798,0.3024
Zinc,0.2582,0.1508,0.433,0.5213,0.0
Aluminium,0.2,0.4671,0.3727,0.3769,0.2619
Half-Shell Bracelet,0.3308,0.4828,0.2311,0.3005,0.5413
Slender Type,0.6888,0.4388,0.5601,0.5057,0.6149
In-Place Stress,0.4507,0.329,0.441,0.546,0.5533
S-lay,0.2582,0.603,0.1443,0.2085,0.4226
J-lay,0.2582,0.603,0.1443,0.2085,0.3381
Reel-lay,0.4671,0.6364,0.2611,0.2515,0.4587
Towing,0.4216,0.1231,0.5893,0.681,0.207
Pre-Installation,0.5164,0.4221,0.6351,0.7924,0.6085
Post-Installation Stalk-On,0.4416,0.3315,0.529,0.7387,0.5782
WGS-84,0.0,0.0,0.0,0.0,0.0976
BRSO,0.0,0.0,0.0,0.1043,0.0845
Latitude Grid,0.4869,0.3553,0.7485,0.5898,0.757
Longitude Grid,0.4146,0.2767,0.6623,0.5262,0.5041
Rigid Pipeline Routing,0.4747,0.3411,0.694,0.6487,0.3347
Flexible Pipeline Routing,0.5472,0.4792,0.6118,0.6076,0.3806
Route Curvature,0.3771,0.1651,0.3162,0.4188,0.4938
Route Length,0.6,0.2335,0.5217,0.5922,0.5237
Number of Crossings,0.2397,0.224,0.268,0.3872,0.1883
FPSO,0.0,0.1508,0.0,0.2085,0.169
Pipeline,0.483,0.4029,0.5401,0.5573,0.3162
Riser,0.2928,0.2279,0.3273,0.2364,0.1917
Pipelines,0.4667,0.3892,0.5217,0.5384,0.3491
Class 1,0.0,0.2279,0.0,0.1576,0.3833
Class 2,0.0,0.2279,0.0,0.1576,0.3833
Class 3,0.0,0.2279,0.0,0.1576,0.3833
Class 4,0.0,0.2279,0.0,0.1576,0.3833
Riser,0.2928,0.2279,0.3273,0.2364,0.1917
Pipeline,0.483,0.4029,0.5401,0.5573,0.3162
Internal Hoop Pressure,0.4491,0.286,0.4108,0.5605,0.4811
External Collapse Pressure,0.4132,0.3711,0.2843,0.4107,0.5826
Local Buckling ,0.169,0.3948,0.189,0.364,0.2582
Initiation Buckling,0.4949,0.3556,0.7236,0.7686,0.2741
Propagation Buckling,0.3246,0.3249,0.4148,0.6741,0.3947
Internal Pressure,0.5021,0.3198,0.4593,0.516,0.508
Content Temperature,0.6852,0.2667,0.5959,0.7379,0.6231
Content Density,0.7807,0.2849,0.8183,0.8669,0.543
Steel Density,0.7707,0.45,0.7385,0.6224,0.6487
Pipe Diameter,0.5505,0.45,0.6155,0.5779,0.6126
Minimum Required Wall Thickness,0.4919,0.5361,0.5866,0.5296,0.4508
Simplified Method,0.4392,0.5128,0.6547,0.5123,0.5111
Generalized Method,0.5565,0.4332,0.5703,0.4869,0.6375
Dynamic Analysis Method,0.4961,0.6276,0.6009,0.6344,0.6225
Level 1 Screening,0.5185,0.3853,0.4216,0.4188,0.3395
Level 2 Fatigue Analysis,0.5179,0.6513,0.49,0.5148,0.626
Level 3 Abaqus FEA,0.2928,0.5128,0.1637,0.2364,0.6069
Installation,0.4404,0.3857,0.6155,0.7557,0.5406
Hydrotest,0.6228,0.2727,0.6093,0.5658,0.6116
Operating,0.5164,0.3015,0.5774,0.7646,0.5071
Functional,0.3727,0.3482,0.5,0.7223,0.3904
Environmental,0.5634,0.3948,0.5669,0.6825,0.4057
1 year,0.5164,0.603,0.2887,0.3128,0.4226
10 years,0.4619,0.5394,0.2582,0.2798,0.4536
100 years,0.4619,0.5394,0.2582,0.2798,0.4536
Low Strength,0.5013,0.1672,0.4804,0.5783,0.4688
Standard Strength,0.4564,0.1599,0.5613,0.5898,0.747
High Strength,0.4404,0.1286,0.4924,0.489,0.3243
Drag Coefficient,0.4845,0.4401,0.6019,0.6522,0.4582
Lift Coefficient,0.5394,0.4724,0.6533,0.6897,0.3237
Inertia Coefficient,0.6228,0.4545,0.7398,0.7859,0.3822
Submerged Weight,0.4845,0.3143,0.4815,0.3478,0.4934
Thickness,0.5449,0.2727,0.5222,0.5658,0.3568
Span Length,0.4472,0.2611,0.4167,0.6019,0.5367
Span Height,0.4472,0.2611,0.5,0.6019,0.488
Pipeline Spool Length,0.4725,0.3678,0.4842,0.6042,0.4124
Anode ID,0.3443,0.3015,0.5774,0.4865,0.6198
Anode Spacings,0.2962,0.2767,0.3974,0.574,0.5429
Anode Thickness ,0.5774,0.3371,0.5809,0.6528,0.5669
Anode Length,0.5333,0.3114,0.5217,0.5922,0.611
Remaining Fatigue Life,0.533,0.5779,0.6384,0.6149,0.4237
Fatigue Damage ,0.3769,0.503,0.4214,0.4348,0.7049
Coefficient of Linear Expansion,0.5196,0.4719,0.5809,0.7227,0.378
Change in Temperature,0.6202,0.3862,0.5547,0.6678,0.5955
Max. Operating Temperature,0.5472,0.3994,0.4971,0.6352,0.6493
Max. Design Temperature,0.5715,0.4291,0.5477,0.5605,0.6949
Content Weights,0.6852,0.1846,0.7071,0.8087,0.483
Pressure Change,0.3689,0.2462,0.2357,0.3405,0.4485
Hot End Expansion ,0.5164,0.2412,0.5774,0.7089,0.5071
Cold End Expansion,0.3904,0.2849,0.491,0.5911,0.5111
Hot End Virtual Anchor Point,0.4747,0.2558,0.6124,0.7962,0.5498
Cold End Virtual Anchor Point,0.3977,0.2955,0.5659,0.7299,0.5681
Differential Potential,0.6403,0.5278,0.7579,0.7908,0.6657
Water Depth,0.5521,0.2417,0.5401,0.5573,0.768
Seawater Resistivity,0.6403,0.4398,0.6737,0.6387,0.5917
Soil Resistivity,0.5237,0.4077,0.6831,0.5992,0.3429
Wave Height,0.483,0.3223,0.4629,0.4458,0.4518
Current Velocity,0.6461,0.3772,0.6019,0.6957,0.4229
Pipe-Soil-Interaction,0.5645,0.3767,0.7213,0.8467,0.4488
Soil Strength,0.5164,0.2261,0.5774,0.6255,0.4648
Lateral Friction Coefficient,0.5477,0.4975,0.6464,0.7618,0.4582
Axial Friction Coefficient,0.4767,0.4825,0.6396,0.7443,0.3537
Initial Breakdown Factor,0.4781,0.4652,0.6236,0.74,0.5477
Mean Breakdown Factor,0.4045,0.4199,0.3518,0.5445,0.5591
Final Breakdown Factor,0.3542,0.4654,0.3961,0.5722,0.5218
Utilization Factor,0.4495,0.3674,0.6533,0.7985,0.5002
Anode Current Capacity,0.5307,0.3814,0.5477,0.7583,0.6414
Number of Anodes,0.3464,0.3371,0.3227,0.4196,0.4536
Mass per Anode,0.3043,0.3553,0.2722,0.3932,0.6375
Level 1 Buckling Screening,0.5013,0.4181,0.4404,0.4627,0.3047
Level 2 FEA Global Buckling,0.3162,0.5334,0.2357,0.3121,0.414
Design Pressure ,0.3904,0.2279,0.3819,0.3152,0.4472
Design Temperature,0.6293,0.3674,0.603,0.5808,0.6768
Effective Axial Force,0.4725,0.5518,0.4402,0.5088,0.464
Total Strain,0.4739,0.2767,0.596,0.7654,0.6592
Fatigue Damage Ratio,0.4189,0.4891,0.5151,0.575,0.7129
Unity Check,0.6708,0.4352,0.5833,0.6621,0.2928
Allowable Strain,0.2981,0.4642,0.3333,0.4815,0.5855
Allowable Bending Moment,0.4472,0.4787,0.4583,0.5417,0.5123
Von Mises,0.3266,0.286,0.3651,0.3956,0.2138
Longitudinal,0.3651,0.3553,0.6124,0.6389,0.4781
Combined Equivalent,0.5855,0.4558,0.6547,0.6699,0.543
Fully Restraint,0.5774,0.5394,0.5809,0.6061,0.5669
Axial Movement,0.4739,0.5534,0.4636,0.574,0.5429
Lateral,0.3114,0.4545,0.2611,0.3772,0.6625
Axial,0.0976,0.4558,0.2182,0.3152,0.4472
Max. Stress at Each Clamp,0.3046,0.4001,0.2554,0.4612,0.6729
Max. Stress at riser nodes,0.4104,0.2796,0.4206,0.4419,0.5821
Axial Stress,0.2962,0.3459,0.3311,0.3827,0.5817
Bending Stress,0.4845,0.1886,0.5417,0.4783,0.4582
Torsion Stress,0.371,0.1083,0.4148,0.4869,0.3643
Hoop Stress,0.2434,0.0711,0.2041,0.344,0.3586
Allowable Stress,0.2782,0.3791,0.2074,0.2996,0.5768
Barge Overbend Stress,0.4234,0.2247,0.3443,0.3419,0.504
Stinger Overbend Stress,0.5222,0.2033,0.506,0.478,0.4786
Sagbend,0.2928,0.2279,0.3273,0.3152,0.575
Pipeline Route Dwg,0.557,0.3548,0.6228,0.6134,0.5304
Pipeline Overall Field Layout,0.4938,0.6126,0.5175,0.5483,0.5657
Pipeline Bend Details,0.5774,0.4495,0.6885,0.6217,0.6299
Pipeline Alignment Dwgs,0.5389,0.4495,0.6455,0.6528,0.504
Pipeline Crossing Dwg,0.3928,0.3058,0.5367,0.5639,0.3429
External Anti-Corrosion Coating Details,0.5344,0.3687,0.6518,0.8042,0.5883
Field Joint Coating Details,0.5622,0.4513,0.7857,0.7945,0.6441
Concrete weight coating details,0.639,0.3553,0.7144,0.8109,0.6175
Isometric Dwg,0.414,0.3223,0.6172,0.5573,0.4066
Pipeline & Riser Approach Dwg,0.345,0.3626,0.4243,0.5294,0.4743
Pipeline Launcher & Receiver Dwg,0.5002,0.4123,0.4935,0.499,0.443
Pipeline Support Dwg,0.3985,0.2585,0.4951,0.5722,0.4928
Expansion Spool Dwg,0.2397,0.224,0.3216,0.5034,0.408
Pipeline Schematic Dwg,0.5164,0.4523,0.6255,0.6603,0.5353
Pipeline Laying Arrangement,0.5906,0.5445,0.5908,0.6778,0.4884
Riser Arrangement Detail,0.5425,0.4355,0.5686,0.575,0.6215
Riser Hanger Flange Details,0.4746,0.4751,0.4928,0.4928,0.5993
Riser Clamp Details,0.3836,0.5039,0.4825,0.5034,0.6592
Riser Splash Zone Details,0.4099,0.3917,0.4583,0.4815,0.6099
Riser Isometric Dwg,0.4045,0.3149,0.5528,0.4719,0.3531
Specification for Linepipe ,0.4841,0.4523,0.6134,0.7298,0.3592
Pipeline Induction Bend Specification,0.5521,0.3761,0.7458,0.7988,0.4367
Specification for Flange,0.4282,0.5,0.5222,0.6916,0.4077
Specification for Hanger Flange,0.4449,0.4825,0.4975,0.6673,0.4369
Specification for External Coating,0.5385,0.4302,0.6337,0.8239,0.5009
Specification for FJC,0.3308,0.3862,0.4623,0.6344,0.2707
Specification for Anode,0.4331,0.4138,0.5723,0.7314,0.464
Specification for Riser Clamp,0.3607,0.4595,0.4766,0.6356,0.3864
S-lay vessel,0.3464,0.4719,0.1936,0.1865,0.4536
J-lay vessel,0.3873,0.5276,0.2165,0.2085,0.4648
Pipelay Tension,0.6606,0.5143,0.677,0.8002,0.5045
Tie-in Spool Dry Weight ,0.6492,0.4332,0.7777,0.749,0.4857
Tie-in Spool Submerged weight,0.5785,0.38,0.6468,0.6132,0.5207
Stinger Support Number,0.4607,0.1956,0.4683,0.575,0.4387
Touch Down Length,0.4307,0.1257,0.4815,0.6087,0.4582
Debris Removal/ Cleaning,0.4245,0.4957,0.4746,0.5142,0.5002
Pipe Gauging,0.2817,0.2632,0.378,0.455,0.2951
Flooding,0.1633,0.286,0.3651,0.3956,0.2138
Hydrotest,0.6228,0.2727,0.6093,0.5658,0.6116
Leak Test,0.6708,0.4352,0.5,0.5417,0.7319
Dewatering,0.5963,0.3482,0.6667,0.6019,0.6343
Drying,0.4216,0.3693,0.5893,0.4256,0.207
Bi-Di,0.2108,0.2462,0.5893,0.3405,0.207
Foam,0.0,0.4523,0.0,0.2085,0.2535
Caliper,0.2928,0.4558,0.3273,0.4729,0.4472
MFL,0.0,0.5222,0.0,0.0,0.0976
UT,0.3651,0.0,0.4082,0.4423,0.4781
Weekly,0.639,0.6396,0.3062,0.2212,0.2988
Monthly,0.488,0.4558,0.4364,0.5517,0.2556
Quarterly,0.4671,0.4545,0.3482,0.3772,0.5096
Annually,0.276,0.4835,0.2315,0.3901,0.4066
IP,0.1826,0.2132,0.4082,0.4423,0.1195
ROV,0.0,0.0,0.0,0.1204,0.0
SSS,0.0,0.0,0.0,0.0,0.169
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Breaking Capacity,0.5064,0.5322,0.5095,0.6952,0.4972
 Making Capacity,0.4216,0.5539,0.4714,0.681,0.4485
Equipment Protection Level,0.6667,0.3892,0.6336,0.7268,0.5237
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
Rated Current,0.4954,0.1928,0.4924,0.5335,0.6126
Rated Frequency,0.6055,0.45,0.4924,0.489,0.5766
Rated Impulse Voltage,0.5101,0.4874,0.5185,0.5618,0.7893
Rated Short Circuit Current,0.4697,0.1828,0.5601,0.6322,0.5125
Rated Voltage,0.4869,0.3553,0.4763,0.5406,0.7968
Nominal Current,0.4404,0.3214,0.4924,0.6668,0.3604
Number of Electrical Phases,0.4568,0.489,0.3831,0.5226,0.5732
Operating Voltage,0.5064,0.3548,0.5095,0.6952,0.5967
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
Rated Input Current,0.5674,0.2039,0.6343,0.7049,0.6286
Rated Input Voltage,0.5963,0.3482,0.6667,0.7624,0.8133
Rated Output Current,0.506,0.1364,0.5222,0.6287,0.6625
Rated Output Power,0.4564,0.1599,0.4593,0.5898,0.6873
Rated Output Voltage,0.5026,0.2446,0.5151,0.6427,0.7952
Autonomy Time,0.6086,0.4975,0.6124,0.7372,0.4781
Rated Short Circuit Current,0.4697,0.1828,0.5601,0.6322,0.5125
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Rated Current,0.4954,0.1928,0.4924,0.5335,0.6126
Rated Short Circuit Current,0.4697,0.1828,0.5601,0.6322,0.5125
Rated Voltage,0.4869,0.3553,0.4763,0.5406,0.7968
Nominal Current,0.4404,0.3214,0.4924,0.6668,0.3604
Operating Voltage,0.5064,0.3548,0.5095,0.6952,0.5967
Rated Output Power,0.4564,0.1599,0.4593,0.5898,0.6873
Rated Current,0.4954,0.1928,0.4924,0.5335,0.6126
Rated Short Circuit Current,0.4697,0.1828,0.5601,0.6322,0.5125
Rated Voltage,0.4869,0.3553,0.4763,0.5406,0.7968
Nominal Current,0.4404,0.3214,0.4924,0.6668,0.3604
Operating Voltage,0.5064,0.3548,0.5095,0.6952,0.5967
Rated Output Power,0.4564,0.1599,0.4593,0.5898,0.6873
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
